id,review,aspects
3175,"JAZAAKA LLAHU KHAERAN infact so simple to understand, thanks for the knowledge.","[{'aspect': 'knowledge', 'polarity': 'Positive'}]"
3176,"Allhamdulillah its a nice applcation, its a quran when you open the application, so its a gret job for the developer who create its...barrakallahu fiik...shyukran","[{'aspect': 'applcation', 'polarity': 'Positive'}]"
3177,Thanks for this application. I've learned a lot from this and I continue to read and learn more. Awesome.,"[{'aspect': 'application', 'polarity': 'Positive'}, {'aspect': 'learned', 'polarity': 'Positive'}]"
3178,Best islamic app in daily life.... Best app in my life,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3179,"Alhamdulillaaah this app is really powerful! It has many choices of tafseer and language, then you could choose more than one! It has a daily notif such as a daily verse (There are about 4 notif a day).","[{'aspect': 'tafseer', 'polarity': 'Positive'}]"
3180,Great App. May Allah reward you for the work you put in to make this app which is beneficial to all.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3181,This apps very helpful and needed for every Muslim..,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3182,"Extremely beneficial! Many useful features 🙂 this app has helped me a lot, many thanks!","[{'aspect': 'app', 'polarity': 'Positive'}]"
3183,It's a beautiful app.I love it,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3184,Good especially fitur quran view many option,"[{'aspect': 'fitur', 'polarity': 'Positive'}]"
3185,Simple and helpful to read through with greater understanding. This is wonderful app. Thanks .,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3186,Masha Allah❤️.. nice app easy to navigate and many features.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3187,Masha'Allah very useful app in regard to all uses Tafseer Dictionary Topics to explore in the Quran Word for word trans Highly recommended,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Topics', 'polarity': 'Positive'}]"
3188,this app is good and it is helping me a lot,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3189,Mash'Allah it's a very useful and wonderful apps...,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3190,Great app. Allah bless the developers and their supporters.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3191,May Almighty Allah grant you all you deserve. I appreciate the app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3192,"Alhamdulillah, this is very helpful for muslima application","[{'aspect': 'application', 'polarity': 'Positive'}]"
3193,I think this app deserve more than 5★,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3194,I love this app bc I can read anytime I want😊💗,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3195,Mind-blowing app just Very awesome 💯,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3196,"Alhamdulillah, I love this Qur'an app","[{'aspect': 'app', 'polarity': 'Positive'}]"
3197,"Love the detailed grammer, great help in understanding., Allah's message better.","[{'aspect': 'grammer', 'polarity': 'Positive'}]"
3198,"I have sincerely enjoyed using this app. It is detailed, and helps with my overall Arabic learning experience. much appreciated. May Allah bless you aameen.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3199,"MashAllah,this App is good for us.","[{'aspect': 'App', 'polarity': 'Positive'}]"
3200,"Good job and need to upgrade graphical view, icon & font... :)","[{'aspect': 'icon', 'polarity': 'Negative'}, {'aspect': 'font', 'polarity': 'Negative'}]"
3201,usefull for quick daily reference,"[{'aspect': 'reference', 'polarity': 'Positive'}]"
3202,It's a good app for a believer to understand the quran better infact it the best Quran application,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3203,Great Quran app. I always use this and it is installed on all my phones. This and the Hisnul Muslim app. JazakAllah Khyr,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3204,"Ma-shaa-Allah, great effort to develope the app, may Allah reward you dunyah and aghirah. I need to bring to your attention that I installed the app but not one sura is able to open up on my phone after installation.","[{'aspect': 'app', 'polarity': 'Negative'}]"
3205,Mashaallah.. This app very helpful,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3206,"Very easy to use this app, I like it a lot","[{'aspect': 'app', 'polarity': 'Positive'}]"
3207,Have a pages like physical Al-Quran..i like it,"[{'aspect': 'physical', 'polarity': 'Neutral'}]"
3208,A very good app for Bengali people.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3209,Its a very beneficial app. May Allah give more barakah in ur work.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3210,One of the best Islamic apps that I have come across so far.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3211,I love these apps very much. These apps have changed a lot in my life. I have learned a lot through these apps May Allah forgive the person who created this app. And give him a good life.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3212,Masha allah it has all it takes to learn the holy book.,"[{'aspect': 'allah', 'polarity': 'Positive'}]"
3213,"Asalam alaikum, Alhamdullilah this app is the greatest app ever seen . thanks may Allah grant you jannat firdous .Amin ya Allah.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3214,Thank Allah. This app is very helpful in meeting the needs of Muslim brothers and sisters to learn the Qur'an.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3215,Best Quran learning app according to my experience.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3216,"Alhamdulillah ♡ Thankyou for this wonderful quran ,I can see the hard work in all the updations , may Allah grant you jannah♡","[{'aspect': 'quran', 'polarity': 'Positive'}]"
3217,"This App is so great and easy to use, i really love how the app was design","[{'aspect': 'App', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]"
3218,A perfect apps for details of Quran. Thanks creator of this apps. Barak Allaah Fi Alaik.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3219,Excellent ❤️❤️ This app is very important all Muslim 🥰❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3220,"Please add more tafsir in Bengali language ,would be grateful.","[{'aspect': 'tafsir', 'polarity': 'Positive'}]"
3221,very nice app may Allah reward you for your beautiful work done,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3222,Excellent app.This app will help all the muslim people overall the world. We all (muslim) should be thankful to the developers for their thinking and efforts to make this type of app,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'developers', 'polarity': 'Positive'}]"
3223,An excellent app for reading and understanding Quran. Zazakallah Khair.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
3224,"I had an issue when opening the apps but I was amazed how fast you reacted to help me fix my issue. I have been using this apps for so long now in 3 respects..to memorize my surahs, to learn the quranic arabic word by word and to follow the tafseer","[{'aspect': 'apps', 'polarity': 'Negative'}]"
3225,Subhan Allah!! Fully satisfied with this app...just feeling the need of urdu translation and nothing else!!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3226,Masha allah... Loved this app.. This app literally helped me to understand quran not just I read but also I understood the Quran in my mother tongue as well in English... Jazakallahu khairan 💚,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'quran', 'polarity': 'Positive'}]"
3227,"Great app ,May Allah reward you abundantly.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3228,Masha Allah.. Allah will give the great Jaja in Akhirah..,"[{'aspect': 'Jaja', 'polarity': 'Positive'}]"
3229,Its a very good way to learn suras,"[{'aspect': 'learn', 'polarity': 'Positive'}]"
3230,Very good and excellent app for Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3231,"Nice and educating app, but please work on the audio. They take soo long to download and they may not be available for download sometimes.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3232,"Excellent App, I really enjoy everything in this App. most especially the indepth knowledge in the content of the fafsir Alhamdulillah.🙏","[{'aspect': 'App', 'polarity': 'Positive'}]"
3233,I had a good time and his helps me a lot!,"[{'aspect': 'time', 'polarity': 'Positive'}]"
3234,It's nice and effective for every Muslim.,"[{'aspect': 'effective', 'polarity': 'Positive'}]"
3235,Very useful and powerful app... I love the feature we can get.. and no ads is the best feature Thanks a lot,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
3236,One of the best Quranic app. I lOVE it....♥️♥️♥️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3237,Very useful for me and my kids for hifz.. And word to word meaning too,"[{'aspect': 'hifz', 'polarity': 'Positive'}]"
3238,I love this muslim appd so greatful to me this very much effective for Muslim ummah and practiching Muslim Everytime remembering i'm Muslim i have a work for Allah,"[{'aspect': 'appd', 'polarity': 'Positive'}]"
3239,Awesome app easy to read word by word it clear .may Allah reward him those who publish this,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3240,This app is suitable for all Muslims. It's really a good app in every side. Zajhakallah khairan.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3241,Alhamdulillah This is best app for us and im an 9 year old kid i love this It helps me Do the talawat and it helps me to read the quran🌸🌸👌🏻 i hope you make more like this one thank you assalamu alaikum :) ✨😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3242,This is a great app for Quran recitation and to understand the meaning in parallel.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3243,This is a very good app. Jazakumullahu Khayran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3244,Ma Shaa Allah. A glorious software to make reading the Quran easy and simple.,"[{'aspect': 'software', 'polarity': 'Positive'}]"
3245,Great effort. ALLAH will give you the best rewards in shaa ALLAH.,"[{'aspect': 'rewards', 'polarity': 'Positive'}]"
3246,Mashallah the greatest Quran app I have ever downloaded,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3248,You can select different translation and tafsir in a lot of languages.,"[{'aspect': 'translation', 'polarity': 'Neutral'}]"
3249,"Most beautiful app ❤️ love it. love the format,colours and everything about it.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'format', 'polarity': 'Positive'}, {'aspect': 'colours', 'polarity': 'Positive'}]"
3250,The people using this application will form a vast ocean of blessing for the developers. May Allah grant them the higher rewards.,"[{'aspect': 'developers', 'polarity': 'Positive'}]"
3251,I think it's that application which have to installed every person's phone who wants to know and practice Islam. I really satisfied. Thanks,"[{'aspect': 'application', 'polarity': 'Positive'}]"
3252,"Awesome app for the beginners,who wants to read tafsir..may Allah reward the one who works hard at the back to maintain it bugs free...ameen!","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'bugs', 'polarity': 'Negative'}]"
3253,"Beautiful apk for understanding the holy QURAN.Not only this,but also for learning it easily.","[{'aspect': 'apk', 'polarity': 'Positive'}, {'aspect': 'learning', 'polarity': 'Positive'}]"
3254,"This Al Quran app is exceptional! The user interface is fantastic, making it incredibly user-friendly. It's so easy to navigate and explore the content. Definitely a 5-star app for its simplicity and accessibility in accessing the Holy Quran.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'user interface', 'polarity': 'Positive'}]"
3256,Alhamdulillah! An excellent app that makes it easy to read and learn about the Al Quran. May Allah bless the developer's team for their efforts.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3257,Very good and practical It has been a very nice experience I recomend it,"[{'aspect': 'experience', 'polarity': 'Positive'}]"
3258,"Wow great apps, a lot of feature. Nicely we can learn Arabic here, we would know the word is noun or verb.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
3259,Dis app is excellent. Alhumdulilah. I wud recommend it to all Muslims.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3260,Extremely brilliant app. I had this app 2 years now.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3261,I think this is best app to learn Quran 👍👍,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3262,This app is one of the best apps I have used the best tafsirs and explanation of the Quran ayya by ayya is magnificent and makes u understand more,"[{'aspect': 'tafsirs', 'polarity': 'Positive'}]"
3263,Not exactly a dictionary but there's tags or and transliteration.,"[{'aspect': 'dictionary', 'polarity': 'Neutral'}]"
3264,Very useful explanation of each verse,"[{'aspect': 'explanation', 'polarity': 'Positive'}]"
3265,❤️ one of the best Al Quran app ❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3267,Very good app for learning and known to more things on ISLAMIC 💝,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3269,Alhamdulillah very weel Apps for all Muslim Ummah🤲 Well done! Allah helps you,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
3270,Great Quran app well done job masha Allah make a reword,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3271,"Great app. Thanks for all the efforts to contribute to ummah. But the only issue for me is that when I want to listen to ayahs it shows downloading animation and the text ""Unexpected status line : object not found"" and doesn't do anything.","[{'aspect': 'text', 'polarity': 'Negative'}]"
3273,"I'm giving 5 'cause i downloaded this app for word to word translation, which is good so far.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3274,Helps me to learn how to Read word by word..,"[{'aspect': 'learn', 'polarity': 'Positive'}, {'aspect': 'Read', 'polarity': 'Positive'}]"
3275,Very good app to use for memorization of surah as well as to learn root word,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3277,"One of the best Qur'an Apps I've ever used. There's word by word translation, complete sentence translation and tafsir along with tajweed colouring and audio recitation. Mashallah. May Allah bless the developer of this app","[{'aspect': 'tajweed', 'polarity': 'Positive'}]"
3278,Most Authentic and Easy to Use Quran App I've ever come across. Kudos to the GTAF TEAM.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3279,Very useful app. Offers varieties of options. I've been looking for this type of app for a long time and finally got this one. Extremely satisfied.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3280,"Very useful islamic app for islamic knowledge, prayer times and ramadan schedules. Used it and refered others. But, the new update caused no Hijri dates.","[{'aspect': 'ramadan', 'polarity': 'Positive'}]"
3281,Wonderful app to understand quran and every word,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3282,Allahdullillah about this App but i suggest you to upload auto reciter in offline not untill you download it.. thanks..,"[{'aspect': 'offline', 'polarity': 'Neutral'}]"
3283,May Allah bless who ever contributed to creating this valuable application. 🙏,"[{'aspect': 'application', 'polarity': 'Positive'}]"
3284,"Alhamdullillah such an amaizing App, may Allah bless all who involve on this app and may allah grant Jannah fildauws inshallah, so helpful.","[{'aspect': 'App', 'polarity': 'Positive'}, {'aspect': 'allah', 'polarity': 'Neutral'}]"
3286,"This application is very nice 👍, it teach me many things I love it so much thanks","[{'aspect': 'teach', 'polarity': 'Positive'}]"
3287,Simple and good but I am now unable to download the translation etc. please fix,"[{'aspect': 'download', 'polarity': 'Negative'}]"
3288,"How can I change tafsir? I want to read bangla tafsir, but I Couldn't find any option to change tafsir.","[{'aspect': 'tafsir', 'polarity': 'Negative'}]"
3289,"Maybe mistake. I'm afraid, there's a mistake in Sura Al Waqia, verse 38. Should be kasra in the beginning","[{'aspect': 'kasra', 'polarity': 'Negative'}]"
3290,Alhamdulillah for making the Qu'ran understandable. 😊,"[{'aspect': 'Qu', 'polarity': 'Positive'}]"
3292,Very nice app for every Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3293,This app has helped me read the quran with tajweed on daily basis,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3294,Why is every one talking about book marks,"[{'aspect': 'book', 'polarity': 'Neutral'}]"
3295,"This new app is good,help me to perform many things here","[{'aspect': 'app', 'polarity': 'Positive'}]"
3296,"Maa Shaa Allāh, this app is so very, very good! May Allāh (SWT) reward them for those who make this app (Al Quran (Tafsir & by Word).","[{'aspect': 'app', 'polarity': 'Positive'}]"
3297,Quran with translation is what non arabic speaking people requires. And tafsir is also there which is great. This is what i was looking for. May Allah reward the developer. JazakAllah Khairan!,"[{'aspect': 'tafsir', 'polarity': 'Positive'}]"
3299,jazakallahu khair this app is very awesome,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3300,This app is great and wonderfully OK.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3301,Masha Allah. Tabarak Allah. Awesome app. The best feature is the time tracker. It reminds me of how much time I've spent for my Rabb. Jazak Allahu Khairan.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3302,Updated interface and good and precise translation and transliteration for easy learning. Fast search to search and make reference to any suras or verse with Good tafsir of Sura's,"[{'aspect': 'translation', 'polarity': 'Positive'}, {'aspect': 'learning', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
3303,This very very good app.i love so much this app .it is very helpful for Muslim. Jajakallah khairon for this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3304,This app really really good and easy to read quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3305,"Maa-Shaa-Allah, May Allah reward you well for this amazing app","[{'aspect': 'app', 'polarity': 'Positive'}]"
3306,One of the best Qur'an app that I have ever used. Jazakumullahu Khairan.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3307,I never had an Apps so good .. Great Job ...,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
3310,"It's an unique app. Otherwise, You can say it’s one in two.Just an amazing app. I will say to everyone, plz install it once then you can see It's features.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3311,Easy to follow. I like it very much.,"[{'aspect': 'follow', 'polarity': 'Positive'}]"
3312,May Allah grant You Janatul firdous. I hope that clarifies what an Amazing app.Baraka LLahu to all involved in this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3313,Masha Allah...it is a great app.i love this....,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3314,Masha Allah it's very good app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3315,The UI and everything is awesome,"[{'aspect': 'UI', 'polarity': 'Positive'}]"
3317,"Assalamu alikum brother, I like this apps, but I can't find the U.K in the country list. Please add to the U.K in the list. Thank you.","[{'aspect': 'apps', 'polarity': 'Positive'}]"
3318,"My selected qari, Noreen always auto changes to Husary. Recitation and tafsir option available in two places for each verse above and below. It disturbs the UI.","[{'aspect': 'UI', 'polarity': 'Negative'}]"
3319,This app is Very Very helpful.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3320,Best app with every word to word translation and tafseer. Information on tip of hat thank you so much for making such a wonderful app May Allah Swt bless each and every one worked on this App.Jazakallah hu khair,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Positive'}]"
3321,Jazak-allah khair.Such a great initiative from you brothers. May allah help you further.,"[{'aspect': 'allah khair', 'polarity': 'Positive'}]"
3323,I like everything about the app mashallah . an the app need more themes ( background),"[{'aspect': 'app', 'polarity': 'Positive'}]"
3324,Please add nurani Quran and bangla Quran isn't working please fix it. Otherwise its a great app,"[{'aspect': 'bangla', 'polarity': 'Negative'}]"
3325,"Love the app, convenient and easy to use. So far no problems at all","[{'aspect': 'app', 'polarity': 'Positive'}]"
3326,It's the best Quran app I have ever seen and very easy to use,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3327,Mashah Allah. The best Quran App in android I have seen so far. Translations in almost all languages. Quran word by word meaning and grammar analysis. Recitations and much more.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3328,"I am very happy with everything in this app; the word for word and whole translation, the tafsir, and the audio. Thank you very much for your excellent efforts.","[{'aspect': 'tafsir', 'polarity': 'Positive'}, {'aspect': 'audio', 'polarity': 'Positive'}]"
3329,"Surah Emran, Yousuf, Maryam are download corrupt. Please solve the technical problem . This the audio by Aziz Alili. Thanks","[{'aspect': 'download', 'polarity': 'Negative'}]"
3330,"Allah Akbar really Very very nice application for the quran lovers.....now 
i have understood for use the updated version... ZAZAKKALLAH KHAIR.","[{'aspect': 'quran', 'polarity': 'Positive'}]"
3331,"It's one of the best Apps. Alhamdulillah. Jazak Allah khair. May Allah Subhanahu wa ta'ala accept it from you. I would really love to read Tafsir Saidi in English language. If you can please add it, it will be one of the best experience.","[{'aspect': 'Apps', 'polarity': 'Positive'}]"
3332,It is the best app available on play store and has got tremendous features of learning for beginners like the tajweed and audio recitation. The translation and tafsir can be made more appealing by adding the tafsir of Dr israr ra .,"[{'aspect': 'play', 'polarity': 'Positive'}]"
3333,I Feel This App Has Been Great For Me I Have Also Shared It With Family & Friends Hoping Many Can Benefit From It & To The Makers Of The May You's Reap The Rewards In Abundance Ameen-Ya-Rabbul-Allameen Jazaak-ALLAH Khairan,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3334,Alhamdulillah Very happy with this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3335,The app is user friendly and compact. Helps me a lot when refering to nahu sharof. Good job.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3337,"Great app, may Allah grant the developers Jannah","[{'aspect': 'app', 'polarity': 'Positive'}]"
3338,Kindly add Tamil language translation along with tafsir. May Allah reward you all who all are working on this.Jazakallah khaira,"[{'aspect': 'tafsir', 'polarity': 'Neutral'}]"
3339,Awesome and convenient app in every way. Rating 4 instead of 5 because I would like to have a feature to adjust playback speed Jaza'ak Allah khair developers and qaris,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3340,"Great App, provides enough features to use.","[{'aspect': 'features', 'polarity': 'Positive'}]"
3341,Zazakallah Khair.. Simply the best Quran Application,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3342,Salam one of the best Quranic apps ever Jazaakumullahu Khairan to the developers,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3343,"alhamdulillah,,its a great softwere","[{'aspect': 'softwere', 'polarity': 'Positive'}]"
3344,It is a good app to navigate through the words of the Quran and a good tip to improve one's tajwed.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3345,It's been difficult but it's okay I have to learn and adapt to the settings. Overall it's a beautiful app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3346,"This is the best thing that ever happened to me. This is a complete package. Organise your recitation plan, guide your tajweed, give you word for word meaning and seerah. Alhamdulillah! Alhamdulillah!! Alhamdulillah!!!","[{'aspect': 'package', 'polarity': 'Positive'}, {'aspect': 'seerah', 'polarity': 'Positive'}]"
3348,Best app for learning Quran...jazakallah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3349,Maa Shaa Allah. Thanks. May Allah reward you abundantly. Very useful app. The recent updates allow for tajweed reading. Allah bless you all with jannah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3350,Love this app. Easier to memorise and understand the meaning with the word to word translation.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3351,Amazing piece of work!. It's one app for all of my quranic education.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3352,It is excellent and necessary app. I like it most amon the quranic apps.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3353,Thank you for this app. Reading it as a supplementary material to the Qur'an sure does provide more understanding and insight.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3354,excellent app for quran reciting and learning (tadabbur) with easy tafsir.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
3356,"MashaAllah, very resourceful this app, and best ever for me. This app has everything we need. JazakAllahu khairan.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3357,"Excellent app, very good for understanding the translation from arabic to English Alhamdulillah","[{'aspect': 'app', 'polarity': 'Positive'}]"
3358,Itٰs really very nice mashallah it helps to know abt deen islam translations☺,"[{'aspect': 'mashallah', 'polarity': 'Positive'}]"
3360,Awesome. Jazakallahu khaira to the developers,"[{'aspect': 'developers', 'polarity': 'Positive'}]"
3361,Nice Application. Thanks for good work. Jazakumllahu Khairan.,"[{'aspect': 'Application', 'polarity': 'Positive'}]"
3362,Useful n helpful n appreciate d efforts put in by u all. Easy to follow n referencing,"[{'aspect': 'follow', 'polarity': 'Positive'}]"
3363,Very importent app for muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3364,Excellent App. A must have for every Muslim.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3365,JazakumAllah khairan for the app. Great team work. May Allah Taala reward you all. Highly recommended app.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'team', 'polarity': 'Positive'}]"
3366,Subhanallah! It works offline perfectly. May Allah increase in rewards to the developers and users. Great experience mashallah 🌼✨🍉🍉,"[{'aspect': 'mashallah', 'polarity': 'Positive'}]"
3367,"Excellent, two thumbs up for this app","[{'aspect': 'app', 'polarity': 'Positive'}]"
3368,Some trouble downloading audio for certain Qari but other than that good.,"[{'aspect': 'downloading audio', 'polarity': 'Negative'}]"
3369,Very easy and practical to use. Bookmarks are really helpful.,"[{'aspect': 'use', 'polarity': 'Positive'}, {'aspect': 'Bookmarks', 'polarity': 'Positive'}]"
3370,Makes it easier to recite Quran,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
3371,"it's one of best app in the world,the translations are well written and explained.. there's also a detailed tafseer for each Aya.. it's one amazing app..to the person behind this app may Allah reward you abundantly..","[{'aspect': 'translations', 'polarity': 'Positive'}, {'aspect': 'tafseer', 'polarity': 'Positive'}]"
3372,All in one. Very helpful. Thank you.,"[{'aspect': 'helpful', 'polarity': 'Positive'}]"
3373,It is the best app i evae seen. The design and systems are really good.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'design', 'polarity': 'Positive'}]"
3374,A very Wonderful App to learn Quran and Hadith.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
3375,"I love using this app bcus its simple to use and it took very little time to open pages, it's the best Quran app for learning I've seen.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3376,Zajakallah for this wonderful app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3377,This app really helps me to understand Quran.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
3378,I didn’t see any good apps more than this. Masallah. And Alhamdulillah to get this app. Thanks for this type of work. Insallah oneday Islami Khelafet will be rule the wrold and justice will come back again from the Gracious Almightily Allah.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3380,"May Allah Give you guys Highest Maqam Of Jannah... The best app for Al Quran. Easy to learn, read and navigate. Assalamu Alaikoom.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3381,"I so much love the app, one of the best Islamic app have downloaded ever.","[{'aspect': 'app', 'polarity': 'Positive'}]"
3382,This is Very goog Apps for Muslim Umma,"[{'aspect': 'Apps', 'polarity': 'Neutral'}]"
3383,"mashallah. may Allah accept all of those who are involved in making and managing this app. this app is useful, motivating and also very well developed.","[{'aspect': 'mashallah', 'polarity': 'Positive'}]"
3385,Vary important apps in all Muslims. I hope all of are use this apps.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3386,Alhamdulillah. Its really a good apps for quran learning.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3387,this was apk which provide tafsir by word with larger font compare with other apk... ^___^,"[{'aspect': 'apk', 'polarity': 'Positive'}, {'aspect': 'font', 'polarity': 'Positive'}]"
3388,Mashallah Very helpful Apps for every Muslim brother and sister.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]"
3389,Wonderful app... Mind-blowing system. Ma-sha-Allaah ❤,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3390,Excellent app. May Allah rewards and bless you all.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3392,This is such a one of the best apps to learning about deen,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
3393,Best ever Quran app. I really love it. You can have more than one translation at a time. Word by word translation is also available. Quick links are also available. I would like to give more than 5 stars. Amazing app! May Allah reward you for this!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3394,"Best Quran app with all related features such as translation, tafsir, dictionary and recitation in the voices of reknowned reciters of Quran. Also this app has Quran available in different calligraphic styles according to the region of users.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'translation', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
3395,It's the best app that I've ever met,"[{'aspect': 'app', 'polarity': 'Positive'}]"
3396,Masha Allah. No amount of comment will describe the immense benefits i and many Muslims Umma gets from it. Jazakallahu khairan.,"[{'aspect': 'benefits', 'polarity': 'Positive'}]"
3397,Perfect word to word translation...!👍,"[{'aspect': 'translation', 'polarity': 'Positive'}]"
