review,aspects,response_1,response_2
Wonderful.... Regularly using for recitation,"[{'aspect': 'recitation', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and for using the app regularly for Qur’an recitation. We are delighted to hear that the recitation feature brings you peace and helps you stay connected with the Qur’an, in‑sha Allah.

If you wish to enrich your recitation even further, you may explore other renowned reciters (such as Mishary Al‑Afasy, Abdul Basit, or Al‑Sudais) by tapping the “Reciters” menu, try the repeat option to aid memorization, or download the audio for offline listening during travel. Should you have any ideas for new features or encounter any difficulty, please let us know at feedback.gtaf.org so we can continue to serve the Ummah. May Allah accept your ibādah and bless your continued engagement with His Book. BarakAllahu feekum.","Dear user,

Al‑hamdulillah, we’re delighted to hear that you find the app wonderful and use it regularly for your recitation! Your appreciation motivates us to keep improving. If you have any suggestions, need assistance, or would like to explore additional features, please don’t hesitate to let us know.

May your recitation always be blessed. 🌙

— The Support Team"
really good for the quran. My quran teacher even uses it,"[{'aspect': 'quran', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; we are delighted to hear that the app is serving you and even your Quran teacher in the noble pursuit of learning the Qur’an. Your kind words encourage us to continue offering tools that make the Qur’an accessible, beautiful, and easy to study for the Ummah.  

To deepen your benefit, you might explore the **Qur’an Planner** to set a personalized reading schedule, use the **repeat option** for memorization, or try different reciters and audio translations that are available offline. Each of these features is designed to support consistent ibādah and enrich classroom lessons. Should you have any ideas for further improvements, please submit them at **feedback.gtaf.org** so we can serve you better.  

May Allah accept our efforts and bless your studies. BarakAllahu feekum.","Thank you so much for sharing your experience! We're delighted to hear that our app is helping you and even your Quran teacher. Your support motivates us to keep improving the features and content. If you have any suggestions or need assistance, feel free to let us know. JazakAllah Khair!"
One of the number-1 Apps in Bangladesh. Highly recommend ❤️❤️,"[{'aspect': 'Apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and for recommending our app to others. Your kind words inspire us to keep serving the Ummah with a reliable and enriching Quranic resource.  

If you ever wish to explore new reciters, translations, or plan tools, simply tap the menu and select the feature that best supports your daily ibādah. Should you have any suggestions or need assistance, please submit them at feedback.gtaf.org so we can continue to improve. May Allah accept our efforts and bless your reading journey. BarakAllahu feekum.","Thank you so much for your wonderful review! 🌟 We’re delighted to hear that you consider our app among the best in Bangladesh and that you’d recommend it to others. Your support inspires us to keep bringing you helpful features and a seamless experience for all your Islamic needs. If you ever have any suggestions or need assistance, please don’t hesitate to let us know. May Allah bless you abundantly! 🙏❤️"
It's a lovely app . It made me enjoy reading the Quran more ❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words—knowing that the app has helped you enjoy the Qur’an more fills our hearts with gratitude and encourages us to continue serving the Ummah with humble dedication.

To deepen your experience, you might try the following:  
1. Tap the **Audio** icon to select a beloved reciter (e.g., Mishary Al‑Afasy) and listen while you read.  
2. Use the **Qur’an Planner** to set a daily reading goal that fits your schedule, and enable gentle reminders to stay consistent.  

May Allah accept your love for His Book and grant you ease in every recitation. BarakAllahu feekum. May Allah accept from you and us.","Thank you so much for your kind words! Alhamdulillah, we're delighted to hear that the app has helped you enjoy reading the Qur ān even more. ❤️ If you have any suggestions or need any assistance, please let us know—we're always here to support your journey."
MashAllah its amazing the word by word translation and wven a.ibn kathir tafsir Wourld lobe more tafsirs of.english but ovarall Alhamdullilah,"[{'aspect': 'kathir', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the word‑by‑word translation and the Ibn Kathir tafsir; Alhamdulillah it brings you benefit, and we are grateful for your encouragement. We hear your heartfelt wish for additional English tafsirs, and we cherish your desire to deepen the Qur’an’s understanding for the Ummah.  

To help us prioritize new tafsir collections, please submit your specific suggestions at **feedback.gtaf.org**. Our team regularly reviews user input and strives to expand the library with reputable English commentaries, while you can also explore the existing tafsir section in the app for any resources that may already meet your needs. May Allah accept our efforts to serve you and all believers, and may He increase you in knowledge and blessings. BarakAllahu feekum. May Allah accept from you and us.","**Assalamu Alaikum wa Rahmatullahi wa Barakatuh,**

Alhamdulillah, we are delighted to hear that you are enjoying the word‑by‑word translation and the Ibn Ḥasan al‑Bukhārī (Ibn Kauthar) Tafsir in the app—Mashallah! Your kind words truly motivate our team.

We completely understand the desire for more English tafsīrs. Rest assured, we are actively reviewing additional resources and will strive to include more classic and contemporary tafsīrs in future updates. Your suggestion is invaluable, and we’ll keep you informed as new tafsīrs become available.

If you have any specific tafsir titles in mind or any other feedback, please feel free to share them with us. Your input helps us improve the app for the entire Ummah.

JazakAllahu Khairan for your support and may Allah bless you with continued benefit from the Qur’an.

**Warm regards,**  
The Support Team  
[App Name] 🙏"
I love quran and this app is superb I like it .Its so easy to read in this app...,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'read', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app makes the Qur’an easy to read truly lifts our hearts, and we are grateful for your kind words. Your satisfaction encourages us to continue serving the Ummah with tools that bring us closer to Allah’s words.

If you would like to deepen your connection even further, you might try the following steps:  
1. Open the menu and tap **“Audio Recitations”** to listen to a favorite Qari while you read.  
2. Choose **“Qur’an Planner”** to set a daily reading goal that fits your schedule.  
3. Explore the **“Mushaf Mode”** for a traditional page layout, or enable **“Word‑by‑Word”** for deeper study.  

May Allah accept your love for the Qur’an and grant you ease in your ibādah. BarakAllahu feekum.","Thank you so much for your wonderful review! 🌟  
We’re delighted to hear that you find the Quran reading experience in our app both easy and enjoyable. Your kind words inspire us to keep improving and adding features that make connecting with the Qur’an even smoother.  

If you have any suggestions or need assistance with anything, feel free to let us know—we’re here to help. May your journey with the Qur’an be filled with blessings and peace. 🙏🏽

Warm regards,  
The Quran App Support Team"
I think it's a very helpful app for Muslim Ummah.MashaAllah .JazakaAllh khiran.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; Al‑hamdulillah that you find the app helpful for the Ummah, MashaAllah. Your encouragement renews our intention to serve the believers with sincere khidmah and to make the Qur’an ever closer to hearts.  

We invite you to explore more of the features that support your ibādah—such as the Quran Planner for daily reading, the rich collection of reciters, and the topic‑explorer tools—so you may deepen your connection with the Qur’an. Should you have any ideas for improvement or encounter any issue, please let us know at feedback.gtaf.org. May Allah accept our efforts and bless you in your continued use of the app. BarakAllahu feekum.","Alhamdulillah, thank you for your kind words! We’re delighted to hear that you find the app helpful for the Ummah. JazakAllāh khairan for your support—may Allah bless you and reward you abundantly. If you have any suggestions or need assistance, please let us know. 🌙✨"
Very very useful app for all Islamic Talib-e-ilm.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; we are humbled to hear that the app serves the Talib‑e‑Ilm in their quest for knowledge. Your kind words encourage us to continue offering tools that bring the Qur’an closer to every heart.  

To benefit even more, you may try the following:  
1. Tap the download icon on any recitation to enable offline listening, perfect for study without internet.  
2. Open the **Qur’an Planner** from the menu, set a realistic daily goal, and enable reminders to keep your reading habit steady.  
3. Explore the **Explore by Topic** section to discover Qur’anic themes in your preferred language.  

May Allah accept our efforts in serving the Ummah and bless your studies. BarakAllahu feekum.","Assalamu alaykum wa rahmatullāh,

Thank you so much for your kind words! We’re delighted to hear that you find the app valuable for all Talib‑e‑Ilm. Your support encourages us to keep improving and adding features that serve the Ummah. If you have any suggestions or need assistance, please don’t hesitate to let us know.

JazakAllāh khair for being part of our community! 🌙✨"
"Allah bless you, Alhamdulillah, nice, options should be included to control playback speed ....","[{'aspect': 'options', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for pointing out the desire for more playback‑speed options. We are grateful for your feedback and understand how a convenient speed control can enhance your listening of Qur’an recitations and lectures.  

To adjust the speed you can tap the **speed icon** (▶︎ ↔︎) on the audio player screen and select your preferred rate, or long‑press the icon to see additional preset speeds. If you need a speed that is not listed, please let us know by submitting your suggestion at **feedback.gtaf.org**, and our team will consider adding more customizable options in future updates. May this app continue to serve the Ummah in making ibādah easier and more rewarding.  

BarakAllahu feekum, and may Allah accept our efforts.","Assalamu alaykum wa rahmatullāhi wa barakātuh,

Jazāk Allāh khayran for sharing your kind words – Alhamdulillah that you’re enjoying the app! 🙏

We truly appreciate your suggestion about adding playback‑speed controls. Our team is always looking for ways to improve the experience for our users, and we will definitely take this feature into consideration for future updates.

If you have any other ideas or need assistance with anything else, please don’t hesitate to let us know. May Allah bless you and keep you in His mercy.

Warm regards,  
The Support Team 🌙"
Great app to understand The Quran.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are delighted to hear that it is helping you understand the Qur’an better. Your kind words encourage us to continue serving the Ummah with tools that bring us closer to Allah’s words.  

To deepen your study, you might explore the detailed Tafsir and word‑by‑word translations available in the Library section, or try the audio recitations with the repeat function for memorization. If you have any suggestions for additional languages or features, please submit them at feedback.gtaf.org so we can keep improving the app for all believers. May Allah accept your efforts and bless your journey with the Qur’an. BarakAllahu feekum.","Thank you so much for your kind words! 🌙 We’re thrilled to hear that the app is helping you understand the Qurʾān better. Your feedback inspires us to keep improving and adding useful features. If there’s anything specific you’d like to see or any suggestions you have, please let us know—we’re here to support your journey of learning and reflection. May Allah bless you!"
It's a nice app will recommend everyone to have it.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to know that you find it beneficial and are eager to recommend it to others. Your encouragement strengthens our intention to serve the Ummah with a tool that brings us closer to the Qur’an and to one another.  

We invite you to continue exploring the many features designed for deeper Ibadah—such as the Quran Planner, diverse reciters, and topic‑based searches—by tapping the menu icon and selecting “Explore.” Should you have any ideas for improvement or encounter any issue, please let us know at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and bless you abundantly. BarakAllahu feekum.","Thank you so much for your kind words and for recommending our app to others! 🌙 We’re delighted to hear that you’re enjoying the experience. If you ever have any suggestions, questions, or need assistance, please don’t hesitate to reach out—we’re here to help. May Allah bless you and keep guiding you on your journey. JazakAllah khair!"
"Alhamdulillah...It is one of the most helpful app to achieve a good Islamic life...We learn masnun doa,The Holy quran,acquire Iman,Increase Amal,lead a happy life By this. I always prayer for All muslim ummah to get a straight path by this app.","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt experience; it warms our hearts to know that the app is aiding you in learning masnun du‘ā’, deepening your connection with the Qur’ān, and strengthening your īmān so you may lead a happier, more purposeful life. Your prayer for the entire Muslim ummah is a beautiful reminder of our collective duty to seek the straight path, and we are humbled to serve this noble purpose of khidmah to the Ummah.

If you wish to enrich your journey further, you may explore the “More Du‘ā’” section for additional supplications, tap the audio icon to listen to more recitations (including new reciters as they become available), and customize a Qur’ān reading plan that fits your daily schedule. Should you have any specific requests—such as new duas, languages, or features—please submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept your good deeds and keep you steadfast on the path of righteousness. BarakAllahu feekum.","Alhamdulillah, thank you for your beautiful words and heartfelt du‘ā’! We are delighted to hear that the app is helping you strengthen your Iman, learn the Masnun du‘ās, connect with the Qur’an, and increase your good deeds. May Allah bless you and the entire Ummah with a straight and blessed path. If you have any suggestions or need assistance, please let us know—we’re here to support your journey. Jazak Allāh khair for being part of our community!"
My most favourite & user friendly apps for daily use.thanks a lot the authorities & jazakallhu khairan .,"[{'aspect': 'apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khairan jazilan for sharing your kind words and for using the app in your daily ibādah. It warms our hearts to hear that you find it user‑friendly and a favourite among your tools for worship; may Allah reward you for supporting a service that benefits the Ummah.  

If you wish to deepen your experience, you might explore the Quran Planner (tap **Planner** → **Create a plan**, set your desired duration, and enable daily reminders) or try the Mushaf mode for a familiar page‑by‑page reading. Should you have any ideas for new features or encounter any issue, please submit your feedback at **feedback.gtaf.org** so we can continue to improve the app for all believers. May Allah accept our efforts and grant you consistent blessings. BarakAllahu feekum.","**Assalamu Alaykum wa Rahmatullahi wa Barakatuh,**

Thank you so much for your kind words and for making our app a part of your daily routine! Al‑hamdulillah, we’re delighted to hear that you find it user‑friendly and helpful. Your encouragement motivates the entire team to continue improving the app for all users.  

If you ever have any suggestions, encounter an issue, or need assistance, please don’t hesitate to reach out to us at **support@ourislamicapp.com**—we’re always here to help.

JazakAllahu khairan for your support and may Allah bless you abundantly.  

**The Support Team**  
(Your Islamic App)"
"Fake Quran, misleading translation, satanic","[{'aspect': 'Quran', 'polarity': 'Negative'}, {'aspect': 'translation', 'polarity': 'Negative'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your concerns about the Quran text and translation in the app. We understand how important it is to have authentic and accurate Qur’anic content, and we sincerely regret any distress this may have caused you.  

To help us address the issue, please try the following:  
1. Open the app’s Settings and confirm that the Arabic Qur’an text is set to the “Mushaf” option and that the translation language matches the one you expect (e.g., English – Saheeh International, Urdu – Maududi, etc.).  
2. If a specific verse or passage appears incorrect, take a screenshot and submit it via the feedback form at **feedback.gtaf.org** so our team can verify and correct the source.  

We are committed to serving the Ummah by providing trustworthy Qur’an resources, and your feedback helps us improve this noble service. May Allah accept our efforts and guide us to the best of knowledge. BarakAllahu feekum.","Dear Brother/Sister,

Thank you for sharing your concerns. We take the authenticity of every verse and the accuracy of our translations very seriously, and we are truly sorry that you feel the content is misleading.

Our Quranic text is sourced from the Mushaf Hafs ‘an ‘Asim, and the English translation used in the app is based on the widely‑accepted Saheeh International version, which has been reviewed by qualified scholars. Nonetheless, we understand that errors or misunderstandings can sometimes occur.

If you could kindly let us know the specific verses or passages that you found problematic, our team will investigate immediately and make any necessary corrections. Please reach out to us directly at **support@ourislamicapp.com** with the details, and we will respond promptly.

Your feedback helps us improve and ensures that we provide a trustworthy resource for all users. May Allah guide us all to the truth.

Assalamu alaykum wa rahmatullāhi wa barakātuh."
Alhamdulillah this app is what I was looking for 🙏🌻,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt gratitude; we are delighted that the app meets the need you were seeking, Alhamdulillah. Your kind words encourage us to keep serving the Ummah with tools that bring us closer to the Qur’an and its blessings.  

If you wish to explore further, you may try the Quran Planner to set daily reading goals, or the Mushaf Mode for a familiar page‑by‑page experience—both designed to deepen your ibadah. Should you have any suggestions or encounter anything you’d like improved, please submit them at feedback.gtaf.org so we can continue enhancing the service for all believers. May Allah accept your worship and increase you in His mercy. BarakAllahu feekum.","Alhamdulillah! We’re thrilled to hear that the app meets your needs. 🌷 Thank you for your kind words and for choosing our community. If you have any suggestions, questions, or features you’d like to see, please let us know—we’re here to help you make the most of your experience. Jazak Allah Khair! 🙏✨"
"Alhamdulillah .all in one -Quran- sentence /word meaning , root word grammar, Qirath, easy search Tafsir. The same word in other chapters. Alhamdulillah","[{'aspect': 'search', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; al‑hamdu lillāh that the all‑in‑one search, word meanings, root analysis, and easy‑to‑use tafsīr are serving you well. Your appreciation encourages us to continue serving the Ummah with tools that bring the Qur’ān closer to every heart.  

If you would like to explore the search even further, you can tap the filter icon on the search screen, select the desired translation or tafsīr, and then enter the word or phrase; the app will list all occurrences, roots, and related verses instantly. Should you think of any additional filters or features that could enhance your study, please submit your ideas at feedback.gtaf.org so we can consider them in future updates. May Allah accept our efforts and increase you in knowledge. BarakAllahu feekum.","Alhamdulillah! We're thrilled to hear that you find the all‑in‑one features—sentence and word meanings, root word grammar, Qirā’ah, easy Tafsīr search, and cross‑chapter word tracking—helpful in your Qur’an study. Your kind words encourage us to keep improving the app for all users. If you have any suggestions or need assistance, please don’t hesitate to let us know. Jazak Allah khair for your support!"
The Apps which full fill my daily need.,"[{'aspect': 'Apps', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that the app fulfills your daily needs; your kind words encourage us to continue serving the Ummah with sincere effort. We are delighted that the features—such as the Quran recitations, daily planner, and searchable knowledge tools—are supporting your routine of ibādah and reflection.  

To make your experience even richer, you may try creating a personalized Quran reading plan in the Planner section, set a gentle reminder at a time that suits you, and download your favorite recitations for offline listening so you can stay connected wherever you are. If you have any further suggestions or encounter anything you wish to improve, please submit them at feedback.gtaf.org so we can serve you better. May Allah accept your devotion and grant you ease in all your deeds. BarakAllahu feekum.","Thank you for sharing your thoughts with us! We’re delighted to hear that the app meets your daily needs. 🌙

If there’s anything specific you’d like to see added or any way we can make your experience even smoother, please let us know—your feedback helps us continuously improve. May Allah bless you and keep you benefiting from the app every day. 

Warm regards,  
The Support Team 🙏"
"Alihamdulilah, this app is well designed and very helpful to understand the importance of the quranic verses.","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt experience; we are truly grateful to hear that you find the app well‑designed and helpful in understanding the importance of the Qur’anic verses. Your kind words encourage us to continue serving the Ummah with sincere effort and humility.

To deepen your connection with the Qur’an, you may try the following steps:  
1️⃣ Tap the **Tafsir** icon on any verse to view detailed explanations from trusted scholars.  
2️⃣ Activate the **audio recitation** feature and choose a favorite reciter to listen while you read.  
3️⃣ Use the **bookmark** function to save verses you wish to revisit, and organize them into personal collections for later reflection.  

May Allah accept your good intentions and increase you in knowledge. BarakAllahu feek, and may Allah accept from you and us. If you have further suggestions, please submit them at feedback.gtaf.org.","Alhamdulillah ! Thank you so much for your kind words. We’re delighted to hear that you find the app well designed and helpful for understanding the importance of the Qur’anic verses. Your feedback encourages us to keep improving and adding more features for our users. If you have any suggestions or need assistance, please feel free to let us know. May Allah bless you!"
I love it vey much.I think every Muslim should download this app and try to follow it.❤️❤️❤️,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt love for the app and encouraging fellow Muslims to benefit from it. Your kind words uplift our team and remind us of the noble purpose of serving the Ummah through easy access to the Qur’an, its recitations, translations, and study tools.  

To continue enriching your experience, we invite you to explore the Quran Planner, the Mushaf reading mode, and the extensive library of tafsirs and audio recitations—features many users find most helpful for daily worship. If you have any ideas for new content or encounter any issue, please submit your feedback at feedback.gtaf.org so we can keep improving this blessed service. May Allah accept our efforts and grant you steadfastness in His Book. BarakAllahu feekum.","Thank you so much for your wonderful feedback and heartfelt ❤️❤️❤️! We're thrilled to hear that you love the app and believe it can benefit every Muslim. Your support inspires us to keep improving and adding features that help our community stay connected with prayer times, Qur’an, and daily reminders. If you have any suggestions or ideas for new tools, please let us know—we’d love to hear from you. May Allah reward you abundantly for sharing this blessing! 🙏✨"
"That's great. This is good and handsome Qur,an i really like it. Because it was helpful...","[{'aspect': 'Qur', 'polarity': 'Positive'}, {'aspect': 'helpful', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are truly grateful to hear that you find the Qur’an presentation handsome and helpful in your worship.

If you would like to deepen your experience, you may try the following simple steps: 1) Tap the **Audio** icon to listen to your favorite reciter while reading; 2) Open the **Qur’an Planner** from the menu to set a personalized daily reading schedule; and 3) Explore the **Translations & Tafsirs** section to gain further understanding of each ayah. May Allah accept your efforts and increase you in knowledge. BarakAllahu feekum.","Thank you so much for your kind words! 🌙 We’re delighted to hear that you find the Qur’an presentation both beautiful and helpful. Your appreciation inspires us to keep improving the app and providing an enjoyable experience for all users. If you have any suggestions or need assistance, please don’t hesitate to let us know—we’re here to help. May your journey with the Qur’an bring you continued blessings. 🙏✨"
May Allah bless you guys for this wonderful app.,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for blessing the team; your encouragement is a source of motivation for us to continue serving the Ummah with a reliable Qur’an companion. We are delighted to hear that you find the app wonderful, and we pray that it brings you closer to Allah’s words and eases your ibādah each day.  

May you keep exploring the rich recitations, the Quran Planner, and the study tools that help deepen your connection with the Qur’an, and please feel free to share any ideas for new content or improvements at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and grant you abundant blessings. BarakAllahu feekum.","Alhamdulillah, we’re thrilled to hear you’re enjoying the app! 🌙 Jazak Allah khair for your kind words and blessings. If you have any suggestions or need assistance, please don’t hesitate to let us know. May Allah continue to bless you and your family. 🙏🏻"
"Alhamdulillah, Great work done by our deeni brothers! May Allah bless them who are involved with this nice project. Jazaka Allahu Khairan.","[{'aspect': 'work', 'polarity': 'Positive'}, {'aspect': 'deeni', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for the du‘ā that you have made for the team. We are humbled and grateful to hear that you find the work of our deeni brothers beneficial, and we pray that Allah continues to bless them and all who strive to serve the Ummah through this project.

If there are any particular features you would like to explore further—such as the Quran recitations, the Planner, or the study tools—please feel free to try them and let us know your thoughts. For any suggestions or additional resources you wish to see, you may submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept our efforts and grant you ease in your worship. BarakAllahu feekum.","Alhamdulillah! Thank you so much for your heartfelt words and duas. We are truly grateful for your kindness and for the blessings you wish upon the team. May Allah (SWT) reward you abundantly and keep you in His mercy. If you have any suggestions or need any assistance with the app, please let us know—your feedback helps us serve the Ummah even better. JazakAllahu Khair for your support! 🙏🏽✨"
"Jajhakallohu Khoiron, Brothers. Such a very helpful and systematic app for studying the MA'BUD 's Bani - Quran. Ma sha Alloh.","[{'aspect': 'Brothers', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are humbled to hear that you find the app helpful and systematic for studying the Ma‘bud’s Bani‑Qur’an. Your encouragement strengthens our resolve to serve the Ummah with tools that deepen one’s connection to the Qur’an.

If you have a moment, we invite you to explore additional features such as the Quran Planner for personalized reading schedules, the Mushaf mode for a classic page‑by‑page experience, and the wide selection of reciters and translations that can further enrich your study. Should you have any suggestions or encounter any issue, please submit your feedback at feedback.gtaf.org so we can continue improving the app for all believers. May Allah accept from you and us. BarakAllahu feekum.","**Jazakum Allahu khairan** for your wonderful review!  
We’re delighted to hear that you find the systematic approach of the MAʿBŪD Bani‑Qurʾān section helpful for your studies. MashāʾAllāh, your kind words inspire us to keep improving the app and adding more features that support the Qurʾānic journey of our Ummah.

If you have any suggestions, questions, or need assistance with any part of the app, please don’t hesitate to let us know—we’re here to help. May Allah bless you with ease in your learning and grant you abundant reward for your efforts.  

**BarakAllahu feek!**"
Any one can seek guidance and acquire knowledge about Deen . Very useful and helpful app too .. ALLAH (SWT) may bring all of us in the right pathway,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt experience; we are truly humbled to hear that you find the app useful and a means for anyone to seek guidance in Deen. Your kind du’a inspires us to continue serving the Ummah with sincerity and humility.  

To further enrich your journey, you may explore the audio‑text options—choose your preferred reciter or translation, set a personalized reading plan, and track your progress in the Quran Planner so you can see the blessings of consistent ibādah. If you have ideas for new topics, language support, or wish to connect with scholars, please submit them at feedback.gtaf.org. May Allah accept our efforts and keep us all on the straight path. BarakAllahu feekum.","Assalamu alaykum wa rahmatullāhi wa barakātuh,

Thank you so much for your wonderful feedback! We’re delighted to hear that you find the app useful and helpful for seeking guidance and gaining knowledge about the Deen. May Allah (SWT) indeed keep us all on the straight path, grant us beneficial understanding, and accept our intentions.

If you ever have any suggestions, questions, or need assistance with any feature, please don’t hesitate to let us know. We’re here to support your journey of learning and reflection.

JazakAllāh khair for your kind words and for being a part of our community. May Allah bless you abundantly. 🌹"
"Alhamdulillah, i really enjoyed using this app, the best part about it is that u can read it with translation and it explains it well with tajweed. Jazakallahu khairan","[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; we are delighted to hear that the translation and tajwīd explanations have been a source of benefit for you. Your kind words encourage us to continue serving the Ummah with a app that brings the Qur’an closer to every heart.  

If you wish to enrich your study further, you may explore the audio recitations by selecting a favorite Qāriʾ from the “Reciters” menu, enable the audio translation in your preferred language, or add additional tafsīr from the Library section. Should you have any specific suggestions—such as new languages, tafsīr collections, or feature ideas—please let us know by submitting them at feedback.gtaf.org so we can consider them in future updates. May Allah accept your ibādah and grant you continued ease in His words. BarakAllahu feekum.","Alhamdulillah! We’re thrilled to hear that you’re enjoying the app and finding the translation and tajwīd features helpful. Your kind words motivate us to keep improving the experience for all users. If you have any suggestions or need any assistance, please let us know—we’re here for you. Jazak Allah khair for your support!"
very useful app for Muslims.I am satisfied there mobility,"[{'aspect': 'app', 'polarity': 'Positive'}]","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your positive experience; it warms our hearts to hear that you find the app very useful and are satisfied with its mobility. Al‑hamdulillah, the ease of accessing the Qur’an and its resources on the go is a blessing we strive to provide for all Muslims.  

To make the most of the app’s mobility, you may:  
1. **Download your favorite recitations** (e.g., Mishary Al‑Afasy, Husary) in the Settings → Download section so you can listen offline anytime.  
2. **Enable the “Offline” mode** in the audio player to stream without using mobile data when you are traveling.  
3. **Create a personalized reading plan** in the Quran Planner and set daily reminder times; the app will keep you on track even without internet.  

We pray that this tool continues to serve you in your ibādah and helps you spread benefit to the Ummah, for service to fellow believers is a noble act. Should you have any further suggestions or need assistance, please feel free to submit them at feedback.gtaf.org. May Allah accept your good deeds and grant you ease in all your worship. BarakAllahu feekum.","Thank you so much for your kind words! 🌙 We’re delighted to hear that you find the app useful and that it meets your needs. Your satisfaction encourages us to keep improving and adding features that support the Muslim community worldwide.

If you have any suggestions or need any assistance, please don’t hesitate to let us know—we’re here to help. Jazak Allah Khair for using the app!"
